"","X","Country","Region","Happiness_Score","Econonmy_GDP_Per_Capita","Family","Health_Life_Expectancy","Freedom","Trust_Government_Corruption","Generosity","Air_Pollution","Internet_Usage_Index","Cellular_Subscriber_Index","Total_Population","Child_Mortality_Index","Alcohol_Consumption_Index","Birth_Rate_Index","Mental_and_Substance_Disorder_Index","Suicide_Index","Clean_Water_Index","Population_Growth_Rate","HIV_Disease_Index","Obesity_Index","Electricity_Access_Population_Percentage","Compulsory_Education_in_Years","Agricultural_Land_Percentage","Entrepreneurship_Cost_Index","Forest_Area_Land_Percentage","Infant_Immunization_Measles_Index","Automotive_Mortality_Index","Urban_Population_Percentage","Legal_Rights_Index"
"Lebanon",98,"Lebanon","Middle East and Northern Africa",-0.416981787294107,0.318742051644829,-0.88514629817132,0.781424645174882,-0.698181389429166,-0.913842541083458,-0.0196876232858313,0.511040259323245,0.704368997936395,-0.536835712274012,-0.471385437822025,-0.470432589021045,-0.817690678247038,-0.627017543020313,0.923814461527408,-2.25307770180852,0.316161802149676,1.8489737320131,-0.830926702888386,1.61985625863827,0.753536111752307,0.170642380389107,1.0130487633005,0.753536111752307,-0.437630531047301,-0.944289429046591,0.276772384337838,1.2641684162241,-1.06677706202733
"Hungary",99,"Hungary","Central and Eastern Europe",-0.437630531047301,0.586571945229074,0.752190248255876,0.311391171440777,-0.80043835889227,-1.23354758476052,-0.898206432697702,-0.0408268535681575,0.656848717406931,0.22078000243005,-0.134149327395096,-0.945221948201575,1.43820484883178,-1.50204496856645,-0.680350408950374,1.21142035914165,1.13675887945677,-1.32972564639023,-1.25211952026522,0.817690678247038,0.753536111752307,1.42810865151602,0.749890741283882,-0.0754588663820661,-0.160889476162922,1.66082955953865,-0.830926702888386,0.405960123034887,1.51809534929742
"Honduras",100,"Honduras","Latin America and Caribbean",-0.458467590871497,-0.747176714407407,-0.362951011623588,-0.00195178858741051,-0.32409123019166,-0.563862108769691,0.0799609769379218,0.733211304260419,-0.753536111752307,-0.440113454497907,-0.19119000737282,0.630435999461657,-0.511469190920836,0.254795227856997,-1.61126675948675,-1.19266229526853,-0.336038140371823,0.395713069499214,0.276772384337838,0.0471345198529629,-0.52223925228217,1.01235167335525,-0.672825578891668,0.885402008322565,0.680416776238936,-0.413430541827991,0.0471345198529629,-0.349778572685738,1.24809009814159
"Tajikistan",101,"Tajikistan","Central and Eastern Europe",-0.47950565333095,-1.19005088119683,-0.709106982329605,-0.500316895552169,0.146628996267105,0.407043194950119,0.0755208782630004,1.17044158042311,-0.830926702888386,-0.353104282741145,-0.221858182195877,0.796616992066038,-0.753536111752307,0.843388298549375,-1.28273097470154,-0.941491277922325,-1.17348466282553,0.796947377851237,-0.633640000779701,-0.500758133851913,0.0660118123758406,-0.255436412643878,-0.4336887427226,0.588210549209055,-1.10150554678709,0.712670905474592,0.141825242326317,-1.46440006790087,-1.52510857829731
"Tunisia",102,"Tunisia","Middle East and Northern Africa",-0.500758133851913,-0.0631527942411269,-1.39748982297077,0.203027993693817,-1.11554661420531,-0.633109708306598,-1.65736916911763,1.00276724458252,-0.141825242326318,0.527406028865217,-0.0426800626902468,0.0151695270669347,-1.03482235752387,0.00134065994487141,0.786229433126589,-1.53063852955742,0.141825242326317,-0.0630640802729927,-0.8045963803603,0.885402008322565,0.753536111752307,-0.255436412643878,1.03913564574081,-0.396509334145014,-0.857846111946041,1.01584144813061,0.565948821932863,0.196541062657303,-0.66229579137811
"Bangladesh",103,"Bangladesh","Southern Asia",-0.52223925228217,-1.17535543705346,-1.73023438241605,-0.394800274169979,-0.281632025417716,0.15648082535883,-0.0745989397449592,2.02025208174055,-1.06757052387814,-0.832943815490779,1.55946039835031,0.59548244950541,-1.77931599593264,-0.0902774482191491,-0.38655300297539,-0.295914843218842,-0.599450993867666,-0.105605064387457,-1.55351247251084,-2.16909874493611,-0.778812411231225,-1.99614482203731,1.33556172912859,0.189598120462421,-0.610767694252199,0.178064446895181,-0.266994125404953,-1.18269914271506,0.048726643634854
"Iran, Islamic Rep.",104,"Iran, Islamic Rep.","Middle East and Northern Africa",-0.543964117424632,0.272800868923148,-1.5240682408816,0.011591881239016,-0.915260318263452,-0.708528601104131,1.13927562519118,0.94000122932905,-0.23780792053137,-0.501852862792961,1.15321448583289,-0.145219141490792,-1.10150554678709,-0.684309806428054,1.90947075156329,-0.762533947680207,0.0188479450129041,-0.0409679380118209,-1.13675887945677,0.704368997936395,0.00942355403831797,-0.685085424496852,-0.704197787785951,-0.500758133851913,-0.885402008322565,1.66082955953865,1.15492705105584,0.511033381097487,-1.06677706202733
"Ukraine",105,"Ukraine","Central and Eastern Europe",-0.565948821932863,-0.268486620852967,0.755487344103357,-0.0970146157386048,-1.17462585638802,-1.19627063919538,-0.637063766092311,-0.366275640219134,-0.122812419850878,0.9171748420295,0.812884931168883,-0.540113969547509,1.2730296553877,-0.999320383253233,0.873067225186748,1.38724713335419,0.0188479450129041,-1.50007913651316,0.52223925228217,0.500758133851913,0.753536111752307,0.593217023300014,1.36758193444782,-0.957438716409626,-0.336038140371823,-1.7237755259254,-0.565948821932863,0.332035245887213,0.967985343888898
"Iraq",106,"Iraq","Middle East and Northern Africa",-0.588210549209055,0.209859772316921,-0.827006124355186,-0.39197126060843,-2.30197556371933,0.282639906576744,-0.3760344053881,1.22849354607167,-0.942640803295792,-0.48917320982861,0.684735475817586,0.557698218036417,-1.52275685090847,1.31438616226027,0.395341472126193,0.07478075044897,-0.656848717406931,1.502558688315,-0.972449316550956,1.38709258154609,-0.0282740103804692,-1.5553684153474,-1.00923465686006,0.8045963803603,-1.25211952026522,-1.69822030344968,0.180012369792705,0.321295723611343,-2.08128553335863
"South Africa",107,"South Africa","Sub-Saharan Africa",-0.610767694252199,0.0381847075553275,0.661770305973595,-1.41166611277883,-0.738669980883674,-0.279211108827974,-0.989408684668328,0.360252288170167,-0.00942355403831797,1.47666900616302,0.940449064836768,0.700925184059258,1.10150554678709,0.236773971768135,0.075517248938869,0.718704450024321,-0.208822935409233,0.0937857626437815,2.00360134237245,1.11895838106256,-0.633640000779701,-0.255436412643878,1.81914482778246,-1.65588869757704,-0.830926702888386,-1.07843423967929,0.47950565333095,0.101286798142164,0.048726643634854
"Ghana",108,"Ghana","Sub-Saharan Africa",-0.633640000779701,-0.857984468136735,-1.2191318531542,-1.06874532200376,-0.183789118787253,-0.951819962014368,0.0849804779986339,-0.0457475631163398,-0.588210549209055,0.52253490806743,0.520071901493072,1.12733168914923,-0.23780792053137,1.15357100003497,-0.545470591524201,-0.162472621714085,-0.47950565333095,0.862040889775692,1.00314796766253,-0.599450993867666,-0.704368997936395,0.593217023300014,1.25138830383335,0.533070234972238,0.656848717406931,-0.33533479187566,0.928046482316424,-0.379514838752817,0.676209694145264
"Zimbabwe",109,"Zimbabwe","Sub-Saharan Africa",-0.656848717406931,-1.43311121662255,-0.0459581659595741,-1.2578472343167,-1.13664097704271,-0.386637946788386,-0.275965640062253,-0.0541173528162172,-0.972449316550956,-0.749254090368103,0.171674144717226,1.1068282707365,-0.336038140371823,1.06014657910523,0.0100496852031543,2.00771746947171,-0.942640803295792,0.931913255705699,1.87968973092101,-0.437630531047301,-1.21186539705991,-1.11837271438566,-0.0781425018468756,1.77931599593264,0.437630531047301,-0.554675368161788,2.43147239939543,-1.25523300593881,0.048726643634854
"Liberia",110,"Liberia","Sub-Saharan Africa",-0.680416776238936,-1.8178051870864,-0.916268596278235,-1.23788833825945,-0.996304328564049,-0.65210750434016,0.189907530753656,-1.83278375152388,-1.61985625863827,-0.856330756904449,-0.647096044302031,1.24654865062158,-0.266994125404953,1.40051317037268,0.0668614576604057,1.02945510723745,-1.08438193805418,1.0441734887733,0.885402008322565,-0.633640000779701,-1.87968973092101,-1.5553684153474,-0.712360739562643,0.376201746254726,0.830926702888386,-1.5035553126917,2.16909874493611,-0.564184587781239,1.24809009814159
"India",111,"India","Southern Asia",-0.704368997936395,-0.634268536031399,-1.80720135854725,-0.708070083937844,-0.346781079261401,-0.330925994770224,0.356758417509072,1.75569945480801,-0.543964117424632,-0.944532527897541,2.67950098417704,0.856111032872759,-0.36610635680057,0.122427390149308,-0.417896453409592,1.21463936338842,-0.141825242326318,-0.0562634354460978,0.10384389310277,-2.00360134237245,-0.588210549209055,-0.685085424496852,0.81869270291891,0.28657717914942,-0.122812419850878,-0.486306925714498,0.458467590871496,-1.24113654690812,0.370712860893872
"Haiti",113,"Haiti","Latin America and Caribbean",-0.728732328202692,-1.44160884942876,-1.05092224340674,-1.10635328780678,-1.21024290158228,0.593672030615393,1.57690924947504,0.142228301720354,-1.13675887945677,-1.21477264799149,-0.075644112219712,1.27924857598284,-0.141825242326318,0.590283217919215,0.152592515657139,0.0993935906264072,-1.61985625863827,0.0497856598845154,1.03482235752387,0.208822935409233,-1.13675887945677,-1.5553684153474,1.13700094551202,2.43147239939543,-1.00314796766253,-1.79755952725708,-0.00942355403831797,-0.178022146394268,-1.06677706202733
"Ethiopia",115,"Ethiopia","Sub-Saharan Africa",-0.753536111752307,-1.59077630958208,-1.39800161169086,-0.950355800321702,-0.111037477284352,0.404793748115662,0.186908685509396,0.654704853858251,-1.21186539705991,-2.00026899878835,1.28658474514424,1.08547065943123,-0.448024744793407,1.27010286983294,0.619379922455632,0.569561905284707,-1.69420905962633,1.0801347687662,0.778812411231225,-1.77931599593264,-1.25211952026522,-0.685085424496852,-0.338817028093859,1.43820484883178,-0.52223925228217,-1.3090904416434,0.987682289851018,-1.72865336715999,-0.66229579137811
"Sierra Leone",116,"Sierra Leone","Sub-Saharan Africa",-0.778812411231225,-1.31389023556384,-0.354494567042329,-2.04428715497326,-0.280361526990979,-0.292035136275551,-0.0513814839213647,-0.330152633609509,-2.43147239939543,-0.612525889504853,-0.330916945050938,1.83423351547226,0.386335624226698,1.36670013066184,-0.22327030430293,0.0771017329181315,-1.49337770394981,0.807669154511151,0.913647201385053,-0.753536111752307,-1.77931599593264,-0.255436412643878,0.535619475232249,1.03482235752387,0.728732328202691,-1.07843423967929,1.29451172542578,-0.961935580018635,0.048726643634854
"Mauritania",117,"Mauritania","Sub-Saharan Africa",-0.8045963803603,-1.0562628652642,-0.664339529025781,-1.19129694131593,-1.22003890951408,0.617527821842348,-0.0157247310878698,1.94996115465954,-1.03482235752387,-0.618539265232154,-0.696415553148067,1.48743373248619,-2.16909874493611,1.43251585372628,-0.791061058179967,-0.882187122421517,-1.55351247251084,1.33465761658909,0.376201746254726,-0.543964117424632,-1.10150554678709,-0.255436412643878,-0.234084072809555,0.533070234972238,-2.00360134237245,-1.3090904416434,0.728732328202691,-0.123857581118738,-1.06677706202733
"Kenya",118,"Kenya","Sub-Saharan Africa",-0.830926702888386,-1.24334841393454,-0.186075829476047,-1.03003379881599,-0.192044627458476,-0.712239251222175,1.10704265999517,-0.608099061577159,-0.218463917270781,-0.868395978344453,0.846543003805365,0.903077023284996,-0.511469190920836,1.09756108070188,-0.311447962763465,-0.0562233409488941,-1.38709258154609,1.12746946670367,1.55351247251084,-1.03482235752387,-1.03482235752387,1.01235167335525,0.237591000527297,0.972449316550956,-0.753536111752307,-1.12002408569267,1.38709258154609,-1.50700211268657,0.676209694145264
"Djibouti",119,"Djibouti","Sub-Saharan Africa",-0.857846111946041,-1.08560624087902,-1.42440836264285,-1.17955113082125,0.0667162510453182,1.30207018852902,-0.359781594976605,1.21415145160595,-1.17348466282553,-2.24390637451547,-1.75339761174734,1.36614713672983,-1.17348466282553,0.551286880397466,0.0414999748489773,-0.549895455611852,-0.437630531047301,0.339606982141019,1.10150554678709,-0.52223925228217,-0.942640803295792,0.170642380389107,1.4806610459001,2.00360134237245,-1.87968973092101,-1.16023852372926,0.844309926467412,0.709701299343579,-1.52510857829731
"Armenia",120,"Armenia","Central and Eastern Europe",-0.885402008322565,-0.343735270214263,-0.953491356171502,0.163162116172743,-1.43677629157756,-1.02945206494733,-1.47571819922973,0.121634907175428,0.180012369792705,0.136079492675212,-0.942097821853108,-0.191114966971032,-0.218463917270781,-0.800923225656708,-1.35283598359055,-0.359741621556712,1.13675887945677,-0.778524847741926,-0.778812411231225,-0.160889476162922,0.753536111752307,1.01235167335525,0.741005586585792,-1.01885738688099,-0.565948821932863,0.712670905474592,0.028274010380469,0.00340682265478322,-0.293656491432614
"Myanmar",122,"Myanmar","Southeastern Asia",-0.913647201385053,-1.43295188936792,-1.1430282181757,-0.817406868075122,-0.07329207919431,0.742704317942603,2.792474246808,1.2959244372854,-0.633640000779701,-1.01393089295902,0.908541873340585,0.982487335219508,-1.2730296553877,0.00820382472499131,-2.13423039077311,-0.748284964218499,-0.8045963803603,-0.261851364359907,0.500758133851913,-1.33936730456084,-0.844309926467412,-1.99614482203731,-1.0899092485687,1.61985625863827,0.857846111946041,-0.680064623157958,0.316161802149676,-1.18956137090408,-1.06677706202733
"Georgia",123,"Georgia","Central and Eastern Europe",-0.942640803295792,-0.407078022042039,-1.8014080478775,0.160014839616146,-0.297036877315704,1.70406609690261,-1.77391058950855,-0.233521520140038,-0.180012369792705,0.500723533228402,-0.734829933981111,-0.373855938542114,0.028274010380469,-0.235355259925096,-1.36129286713141,-0.539286761048974,1.13675887945677,-1.81224544088181,-0.704368997936395,0.0754588663820661,0.028274010380469,-0.255436412643878,-0.319769742711123,-0.437630531047301,0.633640000779701,0.495771095309021,-0.34602582286066,-0.396786392229747,1.24809009814159
"Malawi",124,"Malawi","Sub-Saharan Africa",-0.972449316550956,-1.91963530745847,-1.76188405738448,-1.54072652902334,-0.137190342326158,-0.541712641256112,0.830490067153581,0.13535585158411,-1.33936730456084,-2.14999372392577,0.23967581698299,1.35431339193185,-0.704368997936395,1.39900879154131,0.0747675283332429,0.520037508604042,-0.356048143350943,1.39531195763749,1.69420905962633,-1.29451172542578,-2.16909874493611,-0.685085424496852,0.866896538957423,1.49337770394981,0.218463917270781,-0.486306925714498,2.00360134237245,-1.8412891514683,0.048726643634854
"Sri Lanka",125,"Sri Lanka","Southern Asia",-1.00314796766253,-0.178940852616576,-0.103226481989392,0.0581530091564042,0.636239597627865,-0.241023282284879,1.29601392302806,0.266170859758377,-0.458467590871497,-0.0131084611432753,0.342672735597439,-0.582642666385321,-0.396509334145014,-0.166329226857585,-1.26222002544254,1.71498868563816,-0.0282740103804692,-0.688856488909029,-1.17348466282553,-1.69420905962633,-0.376201746254725,-0.255436412643878,0.00715964587453036,0.458467590871496,0.160889476162922,1.66082955953865,0.0849126598079153,-1.76813894144041,-1.06677706202733
"Cameroon",126,"Cameroon","Sub-Saharan Africa",-1.03482235752387,-1.12307062344924,-0.601016720004723,-1.52000751941937,0.29743031664496,-0.720451511682445,-0.127898592473912,1.59199666210194,-0.728732328202692,-1.12641444416624,0.403330166832179,1.57096209736034,0.306270765356875,1.44791411259162,-0.241172313886041,1.08446003003301,-1.08438193805418,1.16495531247035,1.43820484883178,-0.565948821932863,-0.885402008322565,-1.5553684153474,-1.04063939282598,0.728732328202691,0.588210549209055,-0.944289429046591,1.23174297027651,-0.364879178401013,0.370712860893872
"Bulgaria",127,"Bulgaria","Central and Eastern Europe",-1.06757052387814,0.281935456325546,0.278736680914085,0.350855411550758,-0.884969295794781,-1.60196435206509,-0.995211974794558,0.277812480013736,0.122812419850878,0.509642856657868,-0.336357791334809,-0.5423667770295,1.01885738688099,-0.960497162499175,-1.05752176029991,0.237199164989207,0.437630531047301,-1.62021518291295,-0.885402008322565,0.633640000779701,0.753536111752307,0.593217023300014,0.12414875821137,-0.899434907667234,0.396509334145014,-0.0591858291998884,-0.8045963803603,0.539350355204252,1.24809009814159
"Egypt, Arab Rep.",128,"Egypt, Arab Rep.","Middle East and Northern Africa",-1.10150554678709,-0.0614436996449656,-1.03980862165945,-0.334081116282601,-1.55839908642351,-0.638222795411679,-1.06617856040505,2.24222082521881,-0.396509334145014,-0.00167365551665369,1.2502075809964,0.13918206250043,-1.61985625863827,0.792333537690415,0.524853222251885,-1.5080272960122,0.437630531047301,0.706890889229964,-1.43820484883178,1.55351247251084,0.753536111752307,1.01235167335525,-1.75882805862326,-0.0471345198529629,-2.16909874493611,-0.0591858291998884,-0.189598120462421,-0.834321055299268,-1.06677706202733
"Angola",130,"Angola","Sub-Saharan Africa",-1.13675887945677,-0.368934168299498,-0.693330116372247,-1.68135452068898,-1.87052917902512,-0.520758476901312,-0.948241559549034,0.683066634969007,-1.10150554678709,-1.45209783537716,0.526204677392475,1.54529645328759,0.247512940158709,1.7732198314636,-0.0166489612229822,0.263416410112376,-2.43147239939543,1.78687764994552,1.06757052387814,-0.885402008322565,-1.00314796766253,-1.5553684153474,0.186495203176318,0.396509334145014,0.913647201385053,-1.7488374898225,0.778812411231225,-0.797310091965312,-1.52510857829731
"Mali",131,"Mali","Sub-Saharan Africa",-1.17348466282553,-1.45350810103486,-0.0354023451320973,-1.58890483059469,-0.404438211239579,0.133153089556979,-0.293525104175299,0.975737564406249,-1.29451172542578,0.79574410601977,0.235880295078682,1.7612261771393,-1.10150554678709,1.88260757157189,-0.659331360132073,-0.769737560823559,-0.913647201385053,1.43002947920404,0.857846111946041,-0.791638607743375,-1.17348466282553,-0.255436412643878,-0.453015370571464,1.25211952026522,-0.942640803295792,-1.3090904416434,0.885402008322565,-0.962965072217519,0.370712860893872
"Comoros",132,"Comoros","Sub-Saharan Africa",-1.21186539705991,-1.49636948613536,-0.907129783596285,-1.17887347315125,-1.28619262898949,0.807490401742773,-0.422138542776112,-0.530876238704102,-1.43820484883178,-1.62242470908106,-1.88247023274367,1.28408101932029,-1.77931599593264,1.31160506610882,-0.115408356842418,-0.110987573060849,-0.386335624226698,0.922059253849702,-0.500758133851913,-0.942640803295792,-0.728732328202692,-1.5553684153474,1.37876473251996,1.55351247251084,-0.23780792053137,-0.251114734622305,1.33936730456084,-1.40840459861497,0.370712860893872
"Uganda",133,"Uganda","Sub-Saharan Africa",-1.25211952026522,-1.55133179275741,0.405440673870354,-1.24725472476757,0.0427501816252808,-0.499973802816694,0.550110434179781,1.4494718260094,-0.8045963803603,-1.76733272250316,0.748749346875147,1.46192124016576,0.753536111752307,1.74795901892063,0.600136651777007,1.48595514909794,-0.830926702888386,1.71346386999772,1.61985625863827,-1.58581203457578,-1.58581203457578,-1.11837271438566,1.40061449705908,0.830926702888386,-0.680416776238936,-0.793039216955778,0.987682289851018,-1.84725801884411,0.370712860893872
"Senegal",134,"Senegal","Sub-Saharan Africa",-1.29451172542578,-1.2427923819416,-0.275606805917199,-0.966217533662605,-0.530956171029218,-0.0520909853013605,-0.107948737177074,0.732392682931132,-0.656848717406931,-0.314466298403348,0.138703763541123,0.850550755774944,-1.52275685090847,1.47037674888938,-0.516541253041472,0.688425140992375,-0.857846111946041,1.37914997780058,0.588210549209055,-0.716497500177991,-0.844309926467412,0.593217023300014,0.119081392309077,1.21186539705991,0.8045963803603,-0.895999716697196,1.15492705105584,-0.810640863046518,0.370712860893872
"Gabon",135,"Gabon","Sub-Saharan Africa",-1.33936730456084,0.414408648222737,-0.539459821560057,-0.971370329820568,-0.811510477762172,-0.00790606427996781,-1.60675640469347,0.823885823322268,-0.565948821932863,1.38457100209837,-1.22912386789905,0.939239427405795,1.2730296553877,1.06667882263276,-0.227836454400996,0.289295473918123,-0.208822935409233,1.22515606230657,1.33936730456084,-0.47950565333095,-0.500758133851913,0.170642380389107,-1.06692352735236,0.316161802149676,2.16909874493611,-1.37731210394459,0.543964117424632,1.2290076904883,0.370712860893872
"Tanzania",138,"Tanzania","Sub-Saharan Africa",-1.38709258154609,-1.40476056777281,-0.170245104114216,-1.12464832434665,-0.757325067162463,-0.726510280874639,0.911557872922579,-0.0228768032428362,-1.69420905962633,-1.00891163705258,0.925079043234662,1.04712924593613,0.356048143350943,1.5541317273404,0.027374527178887,0.358586619626977,-1.77931599593264,1.54598861740553,1.49337770394981,-0.857846111946041,-1.58581203457578,-1.11837271438566,0.057577088868737,1.10150554678709,1.13675887945677,1.66082955953865,1.87968973092101,-1.28432344459281,0.048726643634854
"Madagascar",139,"Madagascar","Sub-Saharan Africa",-1.43820484883178,-1.55675230846624,-1.2479035505906,-0.86660475831561,-1.46861663367026,-0.380505533927426,-0.0648916030207547,-0.298506543411375,-2.00360134237245,-1.95834703758563,0.440208355033241,0.875705185307984,-0.899434907667234,1.2387594680884,0.210553898735391,0.242310857952059,-2.00360134237245,1.2186539572475,0.141825242326317,-1.49337770394981,-1.49337770394981,-1.99614482203731,1.36411657142695,1.00314796766253,-0.218463917270781,-1.67215075073147,1.49337770394981,-1.15086800170047,-1.06677706202733
"Central African Republic",140,"Central African Republic","Sub-Saharan Africa",-1.49337770394981,-1.80419346890355,-2.19486194232622,-1.90437501723754,0.265972364758721,-0.358150532629993,0.146936497034659,1.05867059945819,-1.87968973092101,-2.53308928100478,-0.640179103938348,1.98325403924953,-0.610767694252199,1.50595431377562,0.401637996498935,0.83087043578335,-1.23174297027651,-0.302119573796117,1.38709258154609,-1.00314796766253,-2.00360134237245,0.170642380389107,-1.57745676107087,2.16909874493611,0.416981787294106,-1.8898794257803,1.61985625863827,-0.958172666272583,0.370712860893872
"Chad",141,"Chad","Sub-Saharan Africa",-1.55351247251084,-1.29006533462996,-1.00125645561716,-1.72004720659057,-1.25693956500418,-0.801870054387791,-0.332099246426144,1.04520580581021,-2.16909874493611,-2.08045509366136,0.096287010046988,1.97718236092848,-0.416981787294107,1.85586176283165,-0.0975987798700708,0.164653078594831,-2.16909874493611,1.59095795975598,1.21186539705991,-1.21186539705991,-2.43147239939543,0.170642380389107,-0.181742128584317,1.87968973092101,-0.913647201385053,-1.6183771327003,0.753536111752307,-1.62143791751514,0.370712860893872
"Guinea",142,"Guinea","Sub-Saharan Africa",-1.61985625863827,-1.62276954544343,-1.67337437010277,-1.50493329187165,-0.473611988186432,0.109990946352804,0.520375399598377,-0.0707204830511382,-1.77931599593264,-0.680385303017476,0.00228213260344014,1.51304405606321,-1.2730296553877,1.5038417696801,-0.314741684021907,0.065030155616779,-0.972449316550956,1.01307966987824,0.972449316550956,-0.972449316550956,-1.33936730456084,-1.5553684153474,0.747260478970458,1.38709258154609,-0.0660118123758407,-1.79755952725708,1.23174297027651,-1.07119065213429,0.370712860893872
"Burkina Faso",143,"Burkina Faso","Sub-Saharan Africa",-1.69420905962633,-1.45870498412907,-0.721433591468647,-1.42615617741391,-0.365053907761973,0.184394368777345,-0.0289233032098524,0.830792252413193,-1.25211952026522,-0.86941779192071,0.258595503918269,1.49853629786928,0.141825242326317,1.6716542623368,-0.190225226760381,0.570659189378923,-0.753536111752307,1.40984997506183,0.704368997936395,-1.38709258154609,-1.69420905962633,0.170642380389107,0.0322356212706936,0.942640803295792,-0.257241329086499,-0.413430541827991,1.43820484883178,-1.3501228284185,0.370712860893872
"Afghanistan",144,"Afghanistan","Southern Asia",-1.77931599593264,-1.3350427432703,-1.91579879103922,-1.34243817354646,-1.26131016467736,-0.172702810794194,1.04481617941091,1.10839179757822,-1.38709258154609,-1.43021080424816,0.643312395453853,1.29654380865779,-1.10150554678709,1.45664686601324,1.00552673095815,0.153208838934136,-1.87968973092101,1.31927150501613,-1.00314796766253,-1.43820484883178,-0.753536111752307,-0.255436412643878,0.700592205426983,0.490104222390551,-1.17348466282553,-1.56225518121621,-0.0282740103804692,-1.46730964124779,1.24809009814159
"Rwanda",145,"Rwanda","Sub-Saharan Africa",-1.87968973092101,-1.52971571649856,-0.96346748535623,-0.986887689775823,1.10290232758903,2.07959564173661,0.0463907931963033,1.16089755772608,-0.899434907667234,-1.16647681545418,-0.0227075555380565,1.00329412729114,0.656848717406931,1.12020976730388,0.622882744925741,0.39070960865784,-1.00314796766253,1.0294490428737,1.13675887945677,-1.25211952026522,-1.43820484883178,-1.5553684153474,1.48128802844484,1.17348466282553,-0.276772384337838,0.495771095309021,1.77931599593264,-1.38925469540307,1.51809534929742
"Benin",146,"Benin","Sub-Saharan Africa",-2.00360134237245,-1.40185764570928,-1.8475561735966,-1.30035367209763,0.234837229462282,-0.396070786708046,-0.343978002136238,0.6293885684708,-1.55351247251084,-0.724527848610823,-0.08383128942242,1.61851260632727,-0.817690678247038,1.54351149621923,-0.212076069199219,0.718477371554886,-0.885402008322565,1.28036458362186,0.830926702888386,-0.680416776238936,-1.06757052387814,-1.5553684153474,-0.476248700299703,1.06757052387814,0.500758133851913,-1.16023852372926,1.06757052387814,-0.801364740271303,0.370712860893872
"Syrian Arab Republic",147,"Syrian Arab Republic","Middle East and Northern Africa",-2.16909874493611,-0.592288732336173,-1.6555544276376,0.124277171828055,-1.63293041787629,0.732886892280832,1.62551875553441,0.888368920568189,-0.47950565333095,-1.3497742775779,0.279865601160547,0.0553983486005968,-0.972449316550956,0.585787729172746,0.454541506945441,-2.20204960013083,-0.386335624226698,-2.92708771480123,-1.21186539705991,0.972449316550956,-0.10384389310277,-0.255436412643878,1.60573984739322,-0.0282740103804692,-1.13675887945677,-1.79755952725708,0.336038140371823,-0.221826843114398,-1.52510857829731
"Togo",149,"Togo","Sub-Saharan Africa",-2.43147239939543,-1.55589472702084,-2.09010183098651,-1.39210727940747,-0.549973849176385,-0.049966377973655,-0.49616841982423,0.514679937982752,-1.49337770394981,-1.24829633770038,-0.314793673527225,1.36610732341794,-0.899434907667234,1.34971301994882,-0.211811390828811,0.899844808879433,-1.43820484883178,1.09891477423092,1.17348466282553,-0.830926702888386,-0.972449316550956,0.170642380389107,1.31496363861384,1.33936730456084,-1.03482235752387,-0.619106267188313,1.69420905962633,-0.961064351145249,0.370712860893872
